,ISO3,day.rice.plant.start,day.rice.plant.end,day.rice.harvest.start,day.rice.harvest.end
0,ABW,,,,
1,ATG,,,,
2,AFG,137.11083984375,197.936553955078,261.726715087891,343.510620117188
3,DZA,72.4630355834961,173.072067260742,254.056045532227,293.496429443359
4,AZE,101.0,113.859230041504,223.987457275391,236.616012573242
5,ALB,111.0,151.0,213.000015258789,243.000015258789
6,ARM,101.000007629395,134.109848022461,245.613861083984,286.836456298828
7,AND,24.0,88.0,241.0,301.0
8,AGO,284.463317871094,351.638885498047,71.5795440673828,141.166961669922
9,ASM,,,,
10,ARG,242.735260009766,349.077270507812,59.1776809692383,174.320678710938
11,AUS,294.297088623047,272.973419189453,90.0970458984375,161.164443969727
12,AUT,95.0,148.0,269.0,310.0
13,AIA,,,,
14,ATA,250.921493530273,311.605621337891,89.4027252197266,161.296661376953
15,BHR,147.522979736328,175.043212890625,262.946960449219,290.185455322266
16,BRB,,,,
17,BWA,253.138687133789,354.072631835938,99.940559387207,171.066040039062
18,BMU,,,,
19,BEL,95.0,148.0,269.000030517578,310.0
20,BHS,55.490665435791,181.243515014648,186.397048950195,350.18359375
21,BGD,151.52067565918,220.184692382812,301.863128662109,358.333526611328
22,BLZ,91.3267135620117,181.686111450195,244.294052124023,294.6884765625
23,BIH,110.54679107666,150.915023803711,214.586212158203,244.897796630859
24,BOL,301.884216308594,331.442260742188,70.4485931396484,142.226058959961
25,MMR,120.899360656738,185.802917480469,276.309051513672,347.457550048828
26,BEN,96.5520553588867,154.694412231445,216.739517211914,276.602722167969
27,BLR,107.389045715332,158.582977294922,227.804870605469,261.054718017578
28,SLB,334.97119140625,59.2939872741699,120.941398620605,211.911605834961
29,BRA,109.321952819824,174.388137817383,103.154098510742,207.501037597656
30,BTN,139.143417358398,215.059555053711,286.235656738281,345.517974853516
31,BGR,108.343902587891,156.577789306641,223.88996887207,256.280456542969
32,BRN,187.08837890625,263.0,203.880111694336,122.464973449707
33,BDI,327.674957275391,32.0040550231934,122.391983032227,153.099380493164
34,CAN,112.842041015625,158.249176025391,255.806655883789,305.093078613281
35,KHM,152.170776367188,288.106872558594,333.876373291016,59.6611785888672
36,TCD,151.393051147461,211.807418823242,213.928039550781,333.839416503906
37,LKA,244.0,354.0,10.0,111.0
38,COG,255.820327758789,209.011489868164,158.140396118164,208.132400512695
39,ZAR,274.607971191406,116.660652160645,192.32551574707,222.411010742188
40,CHN,87.0540084838867,149.924468994141,209.085083007812,269.925140380859
41,CHL,282.283111572266,351.520935058594,71.1900787353516,133.365982055664
42,CYM,,,,
43,CCK,,,,
44,CMR,121.873268127441,212.136810302734,302.780120849609,363.730224609375
45,COM,305.0,16.0,91.0,181.0
46,COL,42.4358787536621,82.2523498535156,221.570739746094,292.338928222656
47,MNP,,,,
48,CRI,92.0676651000977,153.170684814453,213.995468139648,274.392547607422
49,CAF,122.41300201416,242.509185791016,317.644683837891,364.136566162109
50,CUB,60.0000038146973,193.000015258789,193.000015258789,365.000030517578
51,CPV,152.000015258789,212.0,274.000030517578,334.0
52,COK,,,,
53,CYP,101.000007629395,141.000015258789,253.0,304.0
54,DNK,95.0,148.0,269.0,310.0
55,DJI,180.268218994141,241.268203735352,302.278625488281,332.268218994141
56,DMA,,,,
57,DOM,314.723358154297,92.0075912475586,123.074508666992,245.007598876953
58,ECU,281.371948242188,53.0769462585449,113.212364196777,204.109680175781
59,EGY,112.836059570312,192.269927978516,282.287414550781,322.240661621094
60,IRL,78.5847015380859,134.127914428711,262.5263671875,307.919189453125
61,GNQ,253.229049682617,325.550262451172,105.615577697754,176.051895141602
62,EST,100.563285827637,149.043121337891,249.528518676758,286.703765869141
63,ERI,205.16667175293,205.736465454102,273.517669677734,302.708282470703
64,SLV,119.477821350098,181.0,301.904907226562,44.8517990112305
65,ETH,171.235702514648,230.122161865234,297.838592529297,327.353149414062
66,CZE,95.0,148.0,269.000030517578,310.000030517578
67,GUF,293.467163085938,121.808174133301,126.794120788574,291.16259765625
68,FIN,95.0556182861328,148.010437011719,268.805358886719,309.767120361328
69,FJI,335.0,59.0000038146973,121.000007629395,212.000015258789
70,FLK,284.0,354.0,71.0,131.0
71,FSM,,,,
72,FRO,95.0,148.0,268.999969482422,309.999969482422
73,PYF,284.0,52.0,111.0,202.0
74,FRA,84.8393783569336,139.413558959961,264.993011474609,308.712036132812
75,ATF,253.0,354.0,100.0,171.0
76,GMB,152.0,235.244888305664,297.244873046875,106.800102233887
77,GAB,287.677154541016,301.108489990234,84.8068618774414,148.35188293457
78,GEO,101.0,139.674377441406,251.481399536133,300.430816650391
79,GHA,104.052543640137,176.87565612793,255.929397583008,328.846862792969
80,GIB,24.0000019073486,88.0,241.0,301.0
81,GRD,,,,
82,XGK,,,,
83,GRL,92.171257019043,145.865234375,266.763366699219,309.289093017578
84,DEU,95.0,148.0,269.0,310.0
85,GLP,152.0,223.0,294.0,343.999969482422
86,GUM,,,,
87,GRC,110.196403503418,152.687561035156,216.29475402832,247.018005371094
88,GTM,92.892204284668,180.998229980469,244.283325195312,289.568817138672
89,GIN,120.93009185791,241.401779174805,274.108734130859,41.5900230407715
90,GUY,97.746337890625,144.04443359375,250.010711669922,321.203277587891
91,HTI,63.8774948120117,116.843818664551,148.738616943359,269.843811035156
92,HMD,,,,
93,HND,159.195404052734,162.385513305664,261.234832763672,205.931869506836
94,HRV,102.832672119141,149.468627929688,241.585662841797,277.20068359375
95,HUN,108.71752166748,150.572036743164,220.988708496094,252.557907104492
96,ISL,95.0,148.0,269.0,310.0
97,IDN,251.801376342773,250.415771484375,73.9305725097656,137.641372680664
98,XIM,,,,
99,IND,156.977691650391,200.368469238281,284.958099365234,322.184906005859
100,IOT,,,,
101,IRN,101.224227905273,112.761703491211,222.444198608398,233.013946533203
102,ISR,138.538223266602,126.488845825195,233.809936523438,280.892059326172
103,ITA,95.2257614135742,148.042327880859,268.209808349609,309.054595947266
104,CIV,92.5361099243164,212.476409912109,243.688980102539,359.415191650391
105,IRQ,106.470657348633,150.622055053711,257.888458251953,287.737823486328
106,JPN,131.953109741211,201.91047668457,257.940338134766,323.914733886719
107,XJE,,,,
108,JAM,101.383758544922,166.950408935547,177.8505859375,334.885925292969
109,JOR,108.899040222168,142.852264404297,255.65348815918,303.725738525391
110,KEN,92.8188323974609,152.852142333984,274.122009277344,333.330627441406
111,KGZ,166.472137451172,201.755142211914,285.730255126953,321.371246337891
112,PRK,101.094902038574,132.808197021484,252.540283203125,292.704681396484
113,KIR,,,,
114,KOR,120.881004333496,180.702499389648,244.059494018555,303.9345703125
115,CXR,,,,
116,KWT,106.075416564941,151.041687011719,258.065490722656,288.045654296875
117,KAZ,131.752166748047,154.114837646484,251.978973388672,274.25439453125
118,LAO,138.366333007812,204.417739868164,276.232116699219,332.215301513672
119,LBN,101.0,141.0,253.000015258789,304.0
120,LVA,104.161430358887,149.7177734375,236.934967041016,271.636474609375
121,LTU,105.734817504883,150.012786865234,231.428176879883,265.048004150391
122,LBR,91.4190368652344,212.432998657227,244.419021606445,360.334747314453
123,SVK,106.646705627441,150.18376159668,228.23649597168,261.229370117188
124,LIE,94.9999923706055,147.999984741211,269.0,310.0
125,LSO,253.0,354.0,100.0,171.0
126,LUX,95.0,148.0,269.0,310.0
127,LBY,105.834465026855,155.481597900391,230.369537353516,266.672912597656
128,MDG,305.0,16.0,91.0000076293945,181.0
129,MTQ,,,,
130,MAC,90.0,153.0,215.0,276.0
131,MDA,101.832084655762,170.252593994141,250.588409423828,288.839538574219
132,MYT,,,,
133,MNG,103.539443969727,154.916427612305,234.639099121094,286.76123046875
134,MSR,,,,
135,MWI,313.594757080078,364.926940917969,120.860496520996,191.860504150391
136,MKD,110.999992370605,151.0,212.999984741211,243.0
137,MLI,151.881286621094,212.385437011719,315.844970703125,38.7498817443848
138,MCO,95.0,148.0,269.0,310.0
139,MAR,65.5268325805664,97.2213439941406,230.273895263672,283.618225097656
140,MUS,305.0,16.0,91.0,181.0
141,MRT,151.532073974609,196.985794067383,274.524993896484,329.289184570312
142,MLT,,,,
143,OMN,139.509170532227,176.064697265625,253.709014892578,290.805511474609
144,MDV,,,,
145,MON,111.0,151.0,213.0,242.999984741211
146,MEX,101.054969787598,201.24072265625,252.534713745117,23.1517925262451
147,MYS,202.054672241211,268.927276611328,114.484588623047,110.652626037598
148,MOZ,299.347778320312,358.409759521484,97.3272323608398,181.177215576172
149,NCL,335.000030517578,59.0000038146973,121.000007629395,212.000015258789
150,NIU,,,,
151,NFK,,,,
152,NER,151.660736083984,211.894515991211,214.250076293945,333.118530273438
153,VUT,334.999969482422,59.0,121.0,212.0
154,NGA,133.340972900391,193.533081054688,276.021789550781,345.959808349609
155,NLD,94.9999923706055,147.999984741211,269.0,309.999969482422
156,NOR,95.0,148.000015258789,269.0,310.000030517578
157,NPL,140.75309753418,218.980072021484,290.619750976562,347.946166992188
158,NRU,,,,
159,SUR,74.6187438964844,227.647857666016,249.401611328125,293.716217041016
160,ANT,,,,
161,NIC,149.405334472656,179.730895996094,271.433654785156,331.281097412109
162,NZL,274.051788330078,304.101928710938,59.9999961853027,150.948181152344
163,PRY,280.632873535156,351.552093505859,69.863410949707,142.356857299805
164,PCN,,,,
165,PER,338.771179199219,82.1992568969727,131.378189086914,232.767868041992
166,XPF,,,,
167,XPG,,,,
168,PAK,139.209426879883,203.448989868164,264.005004882812,350.734527587891
169,POL,100.831497192383,149.093414306641,248.589767456055,285.580627441406
170,PAN,99.8402633666992,197.684097290039,222.003479003906,292.931640625
171,PRT,24.0,88.0,240.999984741211,301.0
172,PNG,328.345550537109,121.712142944336,108.332107543945,193.318664550781
173,PLW,,,,
174,GNB,148.73551940918,243.0,277.394500732422,31.0
175,QAT,137.030303955078,169.578277587891,244.366149902344,276.851013183594
176,MHL,,,,
177,ROM,109.144325256348,154.896926879883,220.608291625977,252.278396606445
178,PHL,92.3034820556641,170.750396728516,255.675918579102,344.530914306641
179,PRI,32.0,120.000007629395,152.0,273.0
180,RUS,110.098945617676,149.291046142578,253.033660888672,291.0771484375
181,RWA,329.462036132812,31.7591018676758,122.052391052246,152.587219238281
182,SAU,181.181350708008,193.013549804688,322.643188476562,333.292663574219
183,SPM,,,,
184,KNA,,,,
185,SYC,,,,
186,ZAF,253.138671875,353.689147949219,99.7078247070312,171.053085327148
187,SEN,151.727767944336,241.37092590332,303.602508544922,41.4967308044434
188,SHN,,,,
189,SVN,95.0,148.0,269.0,309.999969482422
190,SLE,91.3414001464844,212.352783203125,244.341415405273,361.199096679688
191,SMR,94.9999923706055,148.0,269.0,310.0
192,SGP,213.0,273.0,32.0,90.0
193,SOM,127.870391845703,188.381866455078,219.463165283203,279.176666259766
194,ESP,23.9913711547852,88.0129852294922,240.78857421875,300.853424072266
195,SRB,111.0,151.0,213.0,243.0
196,LCA,,,,
197,SDN,157.591247558594,229.893417358398,299.088348388672,337.581390380859
198,SWE,95.0,148.0,269.0,310.0
199,SGS,273.999969482422,353.0,70.0,151.0
200,SYR,101.084823608398,142.313003540039,253.121688842773,303.322845458984
201,CHE,95.0,148.000015258789,269.000030517578,310.0
202,ARE,137.746429443359,169.951278686523,245.634307861328,277.761108398438
203,TTO,152.0,223.0,294.0,344.0
204,THA,128.493240356445,241.581390380859,278.632720947266,47.2761306762695
205,TJK,154.956161499023,202.724197387695,276.626403808594,334.277038574219
206,TCA,,,,
207,TKL,,,,
208,TON,,,,
209,TGO,119.684036254883,155.4560546875,280.270080566406,316.231048583984
210,STP,284.0,355.0,71.0,141.0
211,TUN,72.0,173.0,254.0,294.0
212,TUR,101.01197052002,171.394287109375,253.915618896484,292.976959228516
213,TUV,,,,
214,TWN,76.1548156738281,148.216751098633,209.464447021484,290.043426513672
215,TKM,104.698760986328,120.95491027832,226.088119506836,243.680313110352
216,TZA,142.910598754883,191.510025024414,157.347671508789,221.482437133789
217,UGA,213.985809326172,196.490325927734,265.083679199219,294.595092773438
218,GBR,95.0,148.0,269.0,310.0
219,UKR,103.45556640625,166.843292236328,243.93212890625,280.722106933594
220,USA,109.760063171387,156.573257446289,248.795822143555,302.052276611328
221,BFA,318.854461669922,352.461242675781,76.2259826660156,128.947036743164
222,URY,273.790740966797,353.167785644531,69.076057434082,151.267807006836
223,UZB,115.738723754883,142.69709777832,237.670028686523,270.096496582031
224,VCT,,,,
225,VEN,98.5091552734375,198.622482299805,222.334915161133,322.665008544922
226,VGB,,,,
227,VNM,159.451095581055,252.143142700195,285.813171386719,188.180709838867
228,VIR,,,,
229,NAM,254.544067382812,353.630279541016,99.0903930664062,169.869644165039
230,WLF,,,,
231,ESH,97.8961410522461,87.8838806152344,181.942169189453,253.248611450195
232,WSM,335.000030517578,59.0000038146973,121.0,212.0
233,SWZ,276.507598876953,331.250732421875,31.7521286010742,147.492401123047
234,YEM,162.016021728516,210.093002319336,289.028167724609,326.251892089844
235,ZMB,288.2626953125,349.785919189453,101.69522857666,175.517868041992
236,ZWE,273.572662353516,364.776092529297,91.1833343505859,180.796478271484
