# Time Series: Kobe, Japan 1995 - TAK-090
# Time (s),Acceleration (g's)
0.0,1.36409E-4
0.01,7.44843E-5
0.02,-2.41948E-6
0.03,-2.48463E-5
0.04,4.47083E-5
0.05,1.1314E-4
0.06,1.66605E-4
0.07,1.70257E-4
0.08,1.34213E-4
0.09,1.158E-4
0.1,1.3735E-4
0.11,7.34513E-5
0.12,-6.17838E-5
0.13,9.88531E-5
0.14,4.69934E-4
0.15,5.91231E-4
0.16,1.77968E-4
0.17,-3.37907E-4
0.18,-3.13414E-4
0.19,2.2742E-4
0.2,4.94335E-4
0.21,4.71201E-5
0.22,1.60852E-4
0.23,6.64761E-4
0.24,7.18686E-4
0.25,1.09313E-4
0.26,-3.3728E-4
0.27,2.88202E-4
0.28,0.00106742
0.29,8.18465E-4
0.3,2.43573E-5
0.31,-6.96487E-6
0.32,7.64388E-4
0.33,0.00102612
0.34,9.90807E-4
0.35,0.00141266
0.36,0.00177207
0.37,0.00123052
0.38,-1.75544E-4
0.39,-0.00130678
0.4,-0.00128323
0.41,-8.46755E-4
0.42,2.74874E-4
0.43,0.00131035
0.44,8.7748E-4
0.45,-8.1077E-5
0.46,-5.90964E-4
0.47,-5.06121E-4
0.48,3.0032E-4
0.49,0.001332
0.5,0.00332249
0.51,0.00545238
0.52,0.0055214
0.53,0.00260313
0.54,-1.60875E-4
0.55,0.00210438
0.56,0.00552767
0.57,0.00548267
0.58,0.0028878
0.59,4.75285E-4
0.6,0.00160318
0.61,0.0037605
0.62,0.00302671
0.63,0.00237166
0.64,0.00365467
0.65,0.0029365
0.66,-5.76579E-4
0.67,-0.00398935
0.68,-0.00159189
0.69,0.00489957
0.7,0.00641523
0.71,0.00287567
0.72,0.00271354
0.73,0.0167212
0.74,0.0261211
0.75,0.0222019
0.76,0.00913253
0.77,4.06716E-4
0.78,0.00139069
0.79,0.00964718
0.8,0.0123476
0.81,0.00356426
0.82,-0.00503127
0.83,-0.00631771
0.84,0.00323804
0.85,0.0148252
0.86,0.0151629
0.87,0.010093
0.88,0.00655004
0.89,0.00628389
0.9,0.0085759
0.91,0.00279997
0.92,-0.00429258
0.93,-0.0027827
0.94,0.00543483
0.95,0.00588897
0.96,-0.00714165
0.97,-0.0184388
0.98,-0.0155184
0.99,-0.00148856
1.0,0.00426031
1.01,-0.00633682
1.02,-0.0213103
1.03,-0.0256196
1.04,-0.0199886
1.05,-0.0190748
1.06,-0.0312599
1.07,-0.044698
1.08,-0.0487797
1.09,-0.043446
1.1,-0.0385845
1.11,-0.0360738
1.12,-0.0340115
1.13,-0.0248848
1.14,-0.0046261
1.15,0.00939107
1.16,0.00789616
1.17,0.00240824
1.18,-0.00243279
1.19,-0.00146021
1.2,0.00750279
1.21,0.0102744
1.22,0.00999524
1.23,0.012925
1.24,0.0206055
1.25,0.032317
1.26,0.0421611
1.27,0.033165
1.28,0.0117305
1.29,-0.00962026
1.3,-0.0321005
1.31,-0.0491725
1.32,-0.0568706
1.33,-0.0484415
1.34,-0.0223508
1.35,0.00326653
1.36,0.0177755
1.37,0.0192539
1.38,0.00261497
1.39,-0.0176046
1.4,-0.0277581
1.41,-0.0316168
1.42,-0.0321423
1.43,-0.0183478
1.44,-0.0029026
1.45,0.00510928
1.46,0.00453935
1.47,2.68561E-5
1.48,-0.0106602
1.49,-0.0187542
1.5,-0.00916119
1.51,0.0157056
1.52,0.0451077
1.53,0.0622854
1.54,0.0574555
1.55,0.0423426
1.56,0.0336821
1.57,0.0366858
1.58,0.0389726
1.59,0.0280892
1.6,0.00394674
1.61,-0.0210423
1.62,-0.0302401
1.63,-0.0145986
1.64,0.00908328
1.65,0.023924
1.66,0.0185456
1.67,-0.00292458
1.68,-0.0193695
1.69,-0.0214925
1.7,-0.0274272
1.71,-0.0442113
1.72,-0.059618
1.73,-0.0713381
1.74,-0.0762145
1.75,-0.0746097
1.76,-0.0739214
1.77,-0.0585828
1.78,-0.0312241
1.79,-0.0213933
1.8,-0.0316066
1.81,-0.0520627
1.82,-0.0738681
1.83,-0.0829367
1.84,-0.0849728
1.85,-0.0942423
1.86,-0.108686
1.87,-0.128919
1.88,-0.155797
1.89,-0.181604
1.9,-0.204061
1.91,-0.217223
1.92,-0.202792
1.93,-0.160844
1.94,-0.121459
1.95,-0.106876
1.96,-0.1172
1.97,-0.132632
1.98,-0.138916
1.99,-0.134988
2.0,-0.131893
2.01,-0.134664
2.02,-0.133576
2.03,-0.128689
2.04,-0.118472
2.05,-0.0997431
2.06,-0.0670044
2.07,-0.0148079
2.08,0.0619552
2.09,0.170837
2.1,0.291892
2.11,0.397978
2.12,0.478798
2.13,0.536021
2.14,0.560484
2.15,0.517971
2.16,0.394107
2.17,0.198517
2.18,-0.0234685
2.19,-0.224946
2.2,-0.378056
2.21,-0.475127
2.22,-0.533624
2.23,-0.557873
2.24,-0.533157
2.25,-0.467403
2.26,-0.383017
2.27,-0.309929
2.28,-0.256828
2.29,-0.199449
2.3,-0.111394
2.31,0.0138686
2.32,0.154878
2.33,0.283906
2.34,0.376208
2.35,0.42035
2.36,0.425381
2.37,0.408426
2.38,0.387611
2.39,0.369074
2.4,0.348409
2.41,0.332893
2.42,0.33318
2.43,0.352717
2.44,0.387273
2.45,0.429382
2.46,0.47636
2.47,0.521672
2.48,0.54469
2.49,0.522561
2.5,0.461378
2.51,0.388897
2.52,0.325531
2.53,0.270998
2.54,0.213536
2.55,0.144739
2.56,0.0609964
2.57,-0.038077
2.58,-0.144198
2.59,-0.249428
2.6,-0.342089
2.61,-0.394102
2.62,-0.386469
2.63,-0.315787
2.64,-0.193148
2.65,-0.0439233
2.66,0.108276
2.67,0.249224
2.68,0.373309
2.69,0.483637
2.7,0.57286
2.71,0.615515
2.72,0.575069
2.73,0.470645
2.74,0.360858
2.75,0.29466
2.76,0.28632
2.77,0.317238
2.78,0.34781
2.79,0.354427
2.8,0.332041
2.81,0.282057
2.82,0.215867
2.83,0.149791
2.84,0.0964161
2.85,0.0608635
2.86,0.0369202
2.87,0.0135792
2.88,-0.0177827
2.89,-0.054081
2.9,-0.0891178
2.91,-0.124373
2.92,-0.16304
2.93,-0.201858
2.94,-0.239508
2.95,-0.280014
2.96,-0.324066
2.97,-0.368501
2.98,-0.408758
2.99,-0.442894
3.0,-0.475253
3.01,-0.507187
3.02,-0.525581
3.03,-0.533181
3.04,-0.545356
3.05,-0.559546
3.06,-0.570364
3.07,-0.563845
3.08,-0.50937
3.09,-0.394505
3.1,-0.249475
3.11,-0.114312
3.12,-0.0158122
3.13,0.0361412
3.14,0.0416834
3.15,0.00296462
3.16,-0.0694068
3.17,-0.152104
3.18,-0.219094
3.19,-0.261506
3.2,-0.283292
3.21,-0.291418
3.22,-0.295898
3.23,-0.307261
3.24,-0.325698
3.25,-0.344548
3.26,-0.358519
3.27,-0.375075
3.28,-0.401352
3.29,-0.431861
3.3,-0.440663
3.31,-0.397926
3.32,-0.310287
3.33,-0.206317
3.34,-0.12273
3.35,-0.0797351
3.36,-0.074527
3.37,-0.109469
3.38,-0.178086
3.39,-0.241248
3.4,-0.25789
3.41,-0.224998
3.42,-0.148082
3.43,-0.0419264
3.44,0.0692631
3.45,0.152407
3.46,0.199509
3.47,0.224702
3.48,0.244122
3.49,0.267681
3.5,0.298046
3.51,0.332858
3.52,0.360404
3.53,0.370727
3.54,0.369213
3.55,0.370129
3.56,0.390309
3.57,0.437014
3.58,0.498783
3.59,0.544437
3.6,0.549563
3.61,0.50988
3.62,0.434095
3.63,0.341002
3.64,0.250338
3.65,0.176164
3.66,0.12556
3.67,0.100137
3.68,0.0912642
3.69,0.0878937
3.7,0.0859645
3.71,0.0827937
3.72,0.0780721
3.73,0.0791099
3.74,0.0958404
3.75,0.13055
3.76,0.173524
3.77,0.210309
3.78,0.229565
3.79,0.226254
3.8,0.198327
3.81,0.154955
3.82,0.118144
3.83,0.108548
3.84,0.120269
3.85,0.123877
3.86,0.112883
3.87,0.0972198
3.88,0.0827974
3.89,0.0736576
3.9,0.0657721
3.91,0.0487608
3.92,0.0108371
3.93,-0.0440162
3.94,-0.10183
3.95,-0.15354
3.96,-0.195879
3.97,-0.226614
3.98,-0.242663
3.99,-0.242734
4.0,-0.232974
4.01,-0.226808
4.02,-0.229486
4.03,-0.24469
4.04,-0.276232
4.05,-0.320502
4.06,-0.367194
4.07,-0.406089
4.08,-0.428003
4.09,-0.430534
4.1,-0.416116
4.11,-0.389146
4.12,-0.353226
4.13,-0.311481
4.14,-0.275333
4.15,-0.250617
4.16,-0.235716
4.17,-0.21628
4.18,-0.183972
4.19,-0.140873
4.2,-0.0896806
4.21,-0.0399933
4.22,-5.37399E-4
4.23,0.026916
4.24,0.0465374
4.25,0.0583904
4.26,0.0597607
4.27,0.0495411
4.28,0.0318474
4.29,0.0162389
4.3,0.00608621
4.31,3.83897E-5
4.32,0.00462465
4.33,0.025669
4.34,0.0569211
4.35,0.0852025
4.36,0.0989246
4.37,0.0956119
4.38,0.0864244
4.39,0.0839892
4.4,0.0935099
4.41,0.10997
4.42,0.127176
4.43,0.144174
4.44,0.161894
4.45,0.177194
4.46,0.186025
4.47,0.183726
4.48,0.167487
4.49,0.133058
4.5,0.0798267
4.51,0.00863705
4.52,-0.0751754
4.53,-0.163237
4.54,-0.254295
4.55,-0.335179
4.56,-0.377149
4.57,-0.371282
4.58,-0.334135
4.59,-0.286762
4.6,-0.243903
4.61,-0.211624
4.62,-0.171518
4.63,-0.0948651
4.64,0.00602471
4.65,0.109258
4.66,0.211344
4.67,0.316378
4.68,0.412064
4.69,0.471618
4.7,0.484485
4.71,0.462482
4.72,0.430075
4.73,0.411451
4.74,0.417549
4.75,0.436177
4.76,0.438729
4.77,0.403655
4.78,0.332207
4.79,0.244708
4.8,0.169728
4.81,0.131342
4.82,0.134898
4.83,0.158576
4.84,0.174758
4.85,0.176741
4.86,0.173356
4.87,0.170404
4.88,0.165903
4.89,0.163302
4.9,0.166994
4.91,0.175799
4.92,0.185657
4.93,0.193328
4.94,0.197642
4.95,0.19906
4.96,0.200786
4.97,0.204484
4.98,0.207452
4.99,0.201684
5.0,0.180806
5.01,0.146844
5.02,0.110296
5.03,0.0842091
5.04,0.0733519
5.05,0.0745046
5.06,0.0796753
5.07,0.0796652
5.08,0.0699826
5.09,0.0514488
5.1,0.0316447
5.11,0.0159034
5.12,0.00488094
5.13,-0.00740627
5.14,-0.0254197
5.15,-0.0470837
5.16,-0.0723168
5.17,-0.101792
5.18,-0.128351
5.19,-0.147676
5.2,-0.162621
5.21,-0.175116
5.22,-0.183064
5.23,-0.185247
5.24,-0.18849
5.25,-0.197003
5.26,-0.209473
5.27,-0.224424
5.28,-0.239163
5.29,-0.248015
5.3,-0.246911
5.31,-0.239107
5.32,-0.228235
5.33,-0.219809
5.34,-0.220206
5.35,-0.232358
5.36,-0.251943
5.37,-0.27119
5.38,-0.285952
5.39,-0.296293
5.4,-0.301925
5.41,-0.306587
5.42,-0.313182
5.43,-0.322343
5.44,-0.332927
5.45,-0.342712
5.46,-0.349092
5.47,-0.353998
5.48,-0.359937
5.49,-0.364902
5.5,-0.369075
5.51,-0.374446
5.52,-0.38022
5.53,-0.387973
5.54,-0.399893
5.55,-0.41307
5.56,-0.424285
5.57,-0.429714
5.58,-0.422946
5.59,-0.400213
5.6,-0.366582
5.61,-0.330757
5.62,-0.302798
5.63,-0.288593
5.64,-0.287829
5.65,-0.296999
5.66,-0.309383
5.67,-0.316348
5.68,-0.315268
5.69,-0.306772
5.7,-0.292235
5.71,-0.273311
5.72,-0.248902
5.73,-0.215576
5.74,-0.177596
5.75,-0.147504
5.76,-0.131455
5.77,-0.129819
5.78,-0.142331
5.79,-0.166603
5.8,-0.194616
5.81,-0.216367
5.82,-0.227669
5.83,-0.22113
5.84,-0.188489
5.85,-0.132846
5.86,-0.0688026
5.87,-0.0113724
5.88,0.0318075
5.89,0.0633426
5.9,0.0929576
5.91,0.130488
5.92,0.176114
5.93,0.223581
5.94,0.264161
5.95,0.294546
5.96,0.314782
5.97,0.32817
5.98,0.339556
5.99,0.35098
6.0,0.362689
6.01,0.37635
6.02,0.391117
6.03,0.405655
6.04,0.421329
6.05,0.438009
6.06,0.454673
6.07,0.472112
6.08,0.49115
6.09,0.505059
6.1,0.507224
6.11,0.499956
6.12,0.489854
6.13,0.47865
6.14,0.466006
6.15,0.458024
6.16,0.461442
6.17,0.472566
6.18,0.483436
6.19,0.487574
6.2,0.482268
6.21,0.465686
6.22,0.438504
6.23,0.407761
6.24,0.380692
6.25,0.359291
6.26,0.341577
6.27,0.323149
6.28,0.301125
6.29,0.275111
6.3,0.247149
6.31,0.218823
6.32,0.193643
6.33,0.17546
6.34,0.167134
6.35,0.16712
6.36,0.17033
6.37,0.170852
6.38,0.165338
6.39,0.154792
6.4,0.141628
6.41,0.127728
6.42,0.113876
6.43,0.103129
6.44,0.0954567
6.45,0.0898199
6.46,0.0874604
6.47,0.0878371
6.48,0.0911816
6.49,0.099317
6.5,0.111842
6.51,0.123597
6.52,0.127648
6.53,0.115386
6.54,0.0850962
6.55,0.0441495
6.56,0.00329944
6.57,-0.032061
6.58,-0.0584497
6.59,-0.0754126
6.6,-0.085777
6.61,-0.0922662
6.62,-0.096776
6.63,-0.100756
6.64,-0.107694
6.65,-0.119602
6.66,-0.13519
6.67,-0.149645
6.68,-0.159013
6.69,-0.159031
6.7,-0.151278
6.71,-0.142868
6.72,-0.140955
6.73,-0.149398
6.74,-0.162651
6.75,-0.174035
6.76,-0.182118
6.77,-0.187628
6.78,-0.191589
6.79,-0.196127
6.8,-0.204007
6.81,-0.216109
6.82,-0.229321
6.83,-0.240198
6.84,-0.246247
6.85,-0.244193
6.86,-0.232152
6.87,-0.210657
6.88,-0.179866
6.89,-0.141378
6.9,-0.0988396
6.91,-0.0588452
6.92,-0.0271703
6.93,-0.00416917
6.94,0.0117765
6.95,0.0205842
6.96,0.0207058
6.97,0.0144797
6.98,0.00974142
6.99,0.0132302
7.0,0.0294623
7.01,0.0567503
7.02,0.0882528
7.03,0.121822
7.04,0.165265
7.05,0.229115
7.06,0.312118
7.07,0.39324
7.08,0.455453
7.09,0.497906
7.1,0.523743
7.11,0.529913
7.12,0.507998
7.13,0.454467
7.14,0.377644
7.15,0.291357
7.16,0.206507
7.17,0.127867
7.18,0.0614211
7.19,0.010638
7.2,-0.0257921
7.21,-0.0527729
7.22,-0.0773654
7.23,-0.102645
7.24,-0.128812
7.25,-0.15277
7.26,-0.169475
7.27,-0.176075
7.28,-0.173091
7.29,-0.163981
7.3,-0.152686
7.31,-0.141674
7.32,-0.12971
7.33,-0.111303
7.34,-0.0846033
7.35,-0.0518314
7.36,-0.0174688
7.37,0.0112809
7.38,0.0286192
7.39,0.0330685
7.4,0.0272104
7.41,0.0149929
7.42,0.00270678
7.43,-0.00339149
7.44,4.55271E-4
7.45,0.0138694
7.46,0.0273215
7.47,0.0244487
7.48,2.8733E-4
7.49,-0.0408162
7.5,-0.0891817
7.51,-0.134278
7.52,-0.168791
7.53,-0.192535
7.54,-0.207253
7.55,-0.213583
7.56,-0.212678
7.57,-0.20923
7.58,-0.207281
7.59,-0.208303
7.6,-0.210807
7.61,-0.213146
7.62,-0.213441
7.63,-0.208892
7.64,-0.199969
7.65,-0.191171
7.66,-0.190856
7.67,-0.202073
7.68,-0.219484
7.69,-0.241435
7.7,-0.265942
7.71,-0.285187
7.72,-0.295291
7.73,-0.301334
7.74,-0.310192
7.75,-0.32785
7.76,-0.353082
7.77,-0.382721
7.78,-0.42085
7.79,-0.467124
7.8,-0.515401
7.81,-0.552748
7.82,-0.574927
7.83,-0.581047
7.84,-0.566301
7.85,-0.52321
7.86,-0.453446
7.87,-0.364764
7.88,-0.270047
7.89,-0.184505
7.9,-0.118006
7.91,-0.0764577
7.92,-0.0620307
7.93,-0.0699248
7.94,-0.0897558
7.95,-0.109867
7.96,-0.120796
7.97,-0.117064
7.98,-0.0980753
7.99,-0.0685791
8.0,-0.0350869
8.01,-0.00121229
8.02,0.0305649
8.03,0.055147
8.04,0.0689859
8.05,0.0730988
8.06,0.0727427
8.07,0.0725573
8.08,0.0699331
8.09,0.0676441
8.1,0.0709269
8.11,0.0836223
8.12,0.103706
8.13,0.126396
8.14,0.145901
8.15,0.158101
8.16,0.161779
8.17,0.158403
8.18,0.151028
8.19,0.143524
8.2,0.138717
8.21,0.138549
8.22,0.143456
8.23,0.151084
8.24,0.158694
8.25,0.166569
8.26,0.175091
8.27,0.182246
8.28,0.184551
8.29,0.183059
8.3,0.181531
8.31,0.182133
8.32,0.182454
8.33,0.180623
8.34,0.177098
8.35,0.172576
8.36,0.168964
8.37,0.16638
8.38,0.162743
8.39,0.155618
8.4,0.145856
8.41,0.135555
8.42,0.126783
8.43,0.118934
8.44,0.108779
8.45,0.0954023
8.46,0.0822005
8.47,0.0723667
8.48,0.06466
8.49,0.0543361
8.5,0.0407147
8.51,0.0288918
8.52,0.02352
8.53,0.0226351
8.54,0.0216681
8.55,0.0190725
8.56,0.0167468
8.57,0.0168331
8.58,0.0208288
8.59,0.0261229
8.6,0.0300257
8.61,0.0314034
8.62,0.030113
8.63,0.024268
8.64,0.0138859
8.65,3.85057E-4
8.66,-0.0132278
8.67,-0.0229178
8.68,-0.0285902
8.69,-0.0337798
8.7,-0.0399521
8.71,-0.0464057
8.72,-0.0509384
8.73,-0.050614
8.74,-0.0461058
8.75,-0.0387466
8.76,-0.0251521
8.77,-0.00466728
8.78,0.0196426
8.79,0.0422757
8.8,0.0584898
8.81,0.0657066
8.82,0.0681788
8.83,0.0707065
8.84,0.0706903
8.85,0.0674655
8.86,0.0667241
8.87,0.0718744
8.88,0.0814921
8.89,0.0914731
8.9,0.0968423
8.91,0.0944424
8.92,0.0838295
8.93,0.0685208
8.94,0.0538962
8.95,0.0423024
8.96,0.0347071
8.97,0.0347139
8.98,0.041911
8.99,0.050214
9.0,0.0545537
9.01,0.0521085
9.02,0.043137
9.03,0.0339498
9.04,0.029506
9.05,0.0308271
9.06,0.0381156
9.07,0.0487544
9.08,0.0587111
9.09,0.0632829
9.1,0.0585585
9.11,0.0472615
9.12,0.034636
9.13,0.0256969
9.14,0.0243023
9.15,0.0304441
9.16,0.0364361
9.17,0.0362629
9.18,0.0315859
9.19,0.0250455
9.2,0.0175023
9.21,0.0090785
9.22,0.00187635
9.23,-0.00378615
9.24,-0.0118691
9.25,-0.0235487
9.26,-0.0330598
9.27,-0.0356804
9.28,-0.0307136
9.29,-0.0221287
9.3,-0.013741
9.31,-0.00976256
9.32,-0.0134922
9.33,-0.0235487
9.34,-0.0369554
9.35,-0.047207
9.36,-0.0463011
9.37,-0.0314576
9.38,-0.00700432
9.39,0.0192853
9.4,0.0416695
9.41,0.0594832
9.42,0.070723
9.43,0.0745237
9.44,0.0729064
9.45,0.0690649
9.46,0.0666229
9.47,0.0684907
9.48,0.0748325
9.49,0.0860329
9.5,0.100379
9.51,0.115282
9.52,0.128439
9.53,0.136556
9.54,0.137364
9.55,0.128608
9.56,0.110915
9.57,0.0895787
9.58,0.072686
9.59,0.0648578
9.6,0.0667627
9.61,0.0755139
9.62,0.0858407
9.63,0.0900511
9.64,0.0835819
9.65,0.0673942
9.66,0.0491467
9.67,0.0376325
9.68,0.0374202
9.69,0.0456324
9.7,0.0564069
9.71,0.0634732
9.72,0.0630225
9.73,0.0544369
9.74,0.0418994
9.75,0.0289797
9.76,0.019283
9.77,0.0127361
9.78,0.00642414
9.79,8.89751E-4
9.8,-0.00156595
9.81,0.00177317
9.82,0.0101225
9.83,0.0192858
9.84,0.0247823
9.85,0.0248737
9.86,0.0213432
9.87,0.0199311
9.88,0.0250825
9.89,0.0342372
9.9,0.0428626
9.91,0.0513025
9.92,0.0587089
9.93,0.0605803
9.94,0.0582026
9.95,0.0565345
9.96,0.059124
9.97,0.0652356
9.98,0.0710128
9.99,0.0731868
10.0,0.0731471
10.01,0.0753576
10.02,0.0831151
10.03,0.0972275
10.04,0.10963
10.05,0.107995
10.06,0.0902535
10.07,0.0643511
10.08,0.0377302
10.09,0.00750493
10.1,-0.0260712
10.11,-0.0570693
10.12,-0.0794381
10.13,-0.0927922
10.14,-0.0986389
10.15,-0.0983857
10.16,-0.0953951
10.17,-0.0958427
10.18,-0.104363
10.19,-0.120131
10.2,-0.138863
10.21,-0.154548
10.22,-0.16067
10.23,-0.154594
10.24,-0.141497
10.25,-0.133028
10.26,-0.13466
10.27,-0.145605
10.28,-0.164476
10.29,-0.187935
10.3,-0.211278
10.31,-0.227769
10.32,-0.237406
10.33,-0.244202
10.34,-0.251346
10.35,-0.262233
10.36,-0.277822
10.37,-0.296428
10.38,-0.315686
10.39,-0.332296
10.4,-0.339294
10.41,-0.32901
10.42,-0.300038
10.43,-0.254808
10.44,-0.199294
10.45,-0.145604
10.46,-0.105967
10.47,-0.0836143
10.48,-0.0738153
10.49,-0.0691799
10.5,-0.0642057
10.51,-0.0535168
10.52,-0.0366188
10.53,-0.0139775
10.54,0.0107389
10.55,0.0318802
10.56,0.0453156
10.57,0.0508382
10.58,0.049475
10.59,0.0425351
10.6,0.0330207
10.61,0.0246088
10.62,0.0201674
10.63,0.0215514
10.64,0.0270175
10.65,0.0336396
10.66,0.0388246
10.67,0.0401293
10.68,0.0360688
10.69,0.0256022
10.7,0.0127573
10.71,0.00430763
10.72,0.00104508
10.73,2.00025E-4
10.74,-0.00218118
10.75,-0.00823101
10.76,-0.018779
10.77,-0.0321001
10.78,-0.0439373
10.79,-0.0511576
10.8,-0.0530054
10.81,-0.0500688
10.82,-0.0454195
10.83,-0.0419634
